#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:tree" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="3" id="bPopSizes.t:tree" lower="0.0" name="popSizes" upper="380000.0">380.0</parameter>
#            <groupSizes dimension="3" id="bGroupSizes.t:tree" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:tree">
#                    <trait id="dateTrait.t:tree" spec="beast.evolution.tree.TraitSet" traitname="date" value="BE8078s92=92,NYCH09s93=93,SE01s92=92,SE05s91=91,MON1s92=92,BE1587s89=89,BE614s93=93,BE12005s94=94,BE174s95=95,BE12350s96=96,BE12216s96=96,BE11600s94=94,SE10s92=92,MAD6s92=92,BE15471s97=97,SE03s91=91,MAD2s93=93,BE10490s93=93,SE11s95=95,NYCH17s93=93,MAD6s93=93,MAD8s92=92,MAD1s93=93,BE13280s99=99,BE13192s99=99,BE1061s100=100,BE16s100=100,BE2122s100=100,BE1556s101=101,BE800s100=100,BE1441s101=101,BE11976s100=100,BE64s101=101,BE822s100=100,BE13281s99=99,BE1936s100=100,BE1835s101=101,BE1937s100=100,BE1224s101=101,BE2149s100=100,BE1343s101=101,BE1836s101=101,BE1717s101=101,BE112s101=101,BE1150s100=100,BE797s100=100,BE944s100=100,BE14536s98=98,BIR6190s89=89,MON1s90=90,WV12342s84=84,BE2584s85=85,BE933s88=88,WV5222s81=81,BE156s84=84,S2s76=76,BE11030s100=100,BE11129s100=100,BE11091s100=100,BE519s101=101,BE13425s99=99,BE004s102=102,SE12s97=97,BE14808s98=98,SE02s98=98,BE11s101=101,BE13393s99=99,BE14898s98=98,BE332s102=102,BE12028s100=100,BE14461s98=98,MON2s88=88,NYCH57s94=94,BE11465s94=94,MON1s89=89,BE15752s97=97,SE05s96=96,BE13551s95=95,BE12895s95=95,SE10s91=91,SE11s92=92,SE12s94=94,BE1591s90=90,BE512s95=95,SE01s95=95,BE4147s87=87,BE071s88=88,BE538s88=88,BE204s84=84,BE183s85=85,BE076s86=86,BE2466s85=85,BE4763s88=88,BE76s86=86,BE339s86=86,BE3252s86=86,BE410s86=86,WV23836s88=88,BE13462s99=99,BE11584s101=101,BE13412s99=99,SE12s95=95,BE12243s96=96,SE08s96=96,SE09s92=92,SE12s92=92,BE6274s91=91,MADs91=91,BE1440s92=92,BE6460s91=91,BE305s89=89,BE3785s87=87,BE307s87=87,BE119s87=87,BE138s90=90,BE191s90=90,BE369s90=90,MON9s91=91,BIR642s89=89,WV19983s87=87,MON5s91=91,MON51s90=90,MON9s92=92,NYCH34s94=94,BIR1734s89=89,WV2780s79=79,WV6973s82=82,AUSA2s61=61,USALongs56=56">
#                        <taxa id="TaxonSet.RSV2_1" spec="beast.evolution.alignment.TaxonSet">
#                            <alignment filter="3::3" id="RSV2_1" spec="beast.evolution.alignment.FilteredAlignment">
#                            </alignment>
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.RSV2_1"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:tree" jeffreys="true" parameter="@bPopSizes.t:tree" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x">1.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="M">-5.0</parameter>
#                <parameter estimate="false" id="RealParameter.9" lower="0.0" name="S" upper="5.0">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="KappaPrior.s:RSV2_1" name="distribution">
#            <parameter id="kappa.s:RSV2_1" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="KappaPrior.s:RSV2_2" name="distribution">
#            <parameter id="kappa.s:RSV2_2" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0.RSV2_2" name="distr">
#                <parameter estimate="false" id="RealParameter.4.RSV2_2" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.5.RSV2_2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="KappaPrior.s:RSV2_3" name="distribution">
#            <parameter id="kappa.s:RSV2_3" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0.RSV2_3" name="distr">
#                <parameter estimate="false" id="RealParameter.4.RSV2_3" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.5.RSV2_3" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@RSV2_1" id="treeLikelihood.RSV2_1" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel id="SiteModel.s:RSV2_1" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:RSV2_1" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:RSV2_1" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:RSV2_1" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:RSV2_1" kappa="@kappa.s:RSV2_1" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies data="@RSV2_1" id="empiricalFreqs.s:RSV2_1" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.RSV2_2" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@RSV2" filter="1::3" id="RSV2_2" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:RSV2_2" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:RSV2_2" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:RSV2_2" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:RSV2_2" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:RSV2_2" kappa="@kappa.s:RSV2_2" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies data="@RSV2_2" id="empiricalFreqs.s:RSV2_2" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.RSV2_3" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@RSV2" filter="2::3" id="RSV2_3" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:RSV2_3" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:RSV2_3" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:RSV2_3" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:RSV2_3" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:RSV2_3" kappa="@kappa.s:RSV2_3" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies data="@RSV2_3" id="empiricalFreqs.s:RSV2_3" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.1	treeLikelihood.2	treeLikelihood.3	TreeHeight	clockRate	kappa.1	kappa.2	kappa.3	mutationRate.1	mutationRate.2	mutationRate.3	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3
0	-47974.55206222814	-47179.28074285409	-795.271319374048	-15038.939710564613	-15984.944337606577	-16155.396694682904	46.74792473221622	1.0	2.0	2.0	2.0	1.0	1.0	1.0	-760.7126434294449	380.0	380.0	380.0	43	43	42
10000	-9285.289125598365	-8791.300981500328	-493.98814409803776	-2309.2367490446773	-2986.1386416550927	-3495.925590800559	47.59119834999695	0.007053847899692914	6.452830863024589	13.010800781490403	9.832917000257227	0.6627090111981363	1.081102797363409	1.2545820438727309	-476.0655688975637	13.523080880311673	20.905995740646276	5.106195113064166	60	53	15
20000	-7354.338279706596	-6764.028864238699	-590.3094154678975	-1786.8265443431753	-2239.5433530042674	-2737.658966891256	48.305991347579415	0.0035165047294627833	8.24547167770494	16.712561713225977	16.11791603795142	0.7680273206108212	0.99278372913211	1.238084318450453	-568.3607682491424	29.721168668850083	50.408524097318164	16.446257140286605	72	35	21
30000	-6469.325708154105	-5850.163543025972	-619.1621651281329	-1508.6182796007497	-1905.188509595751	-2436.3567538294715	55.12790078715459	0.0023976860601863654	8.495574135582302	11.104743716325313	13.159968667683401	0.7126151384685974	0.9456985838696357	1.3403177783211402	-598.3513379908377	40.032358799148824	46.55950315644882	27.074454472785884	54	9	65
40000	-6214.857676948429	-5604.649485148833	-610.2081917995956	-1474.9592719067632	-1801.4220840486028	-2328.2681291934673	57.0869451351626	0.002352769275681951	10.67278221432734	11.776961984503544	11.059489053294989	0.7304902964649248	0.92733151976151	1.3408948042329212	-589.2428277592101	25.788967520164455	48.683111326169346	32.531546808780604	18	59	51
50000	-6109.335556896049	-5499.850104261623	-609.485452634426	-1441.1395903636428	-1788.2609176820874	-2270.449596215893	53.433054185905	0.002127206370225244	7.154375196122173	12.066746205848819	15.633933036291069	0.6597098992942838	1.0135531460963596	1.3251165255583761	-588.8492680509745	21.656666326727446	51.344192938533475	7.079688667919262	38	84	6
60000	-6087.321444563479	-5485.03472245345	-602.2867221100294	-1440.5695675771522	-1783.5879342483645	-2260.877220627933	56.202121082053914	0.002215130017405565	6.500066064454726	10.164787607758912	13.505359230526981	0.7196375001638983	0.915492525012769	1.3635349153003018	-582.831517987274	38.51484362731086	34.62300972217189	15.29218782167067	30	94	4
70000	-6109.552932900751	-5508.474839420438	-601.0780934803133	-1443.8160207367762	-1782.4740049158002	-2282.184813767862	55.2374489649755	0.002183095410277846	10.47638206600335	12.665660577395789	14.224201793945644	0.7682198860140684	0.8614616834758922	1.3692147156815324	-580.3951879628758	32.12439929043265	37.35089319745143	13.192231440277768	43	72	13
80000	-6117.686795322311	-5502.430265836572	-615.2565294857388	-1440.1096000923105	-1786.0120352441822	-2276.3086305000793	57.20684156046793	0.0020905361251956833	7.4005668700380305	10.371758865970783	11.317827688808794	0.7047128356157627	0.8786502352066828	1.4152307998233418	-594.5215256684407	40.954025209107954	64.1649827054761	27.764864386002404	84	1	43
90000	-6091.695291002526	-5501.452190939624	-590.2431000629012	-1442.576385712826	-1782.3522290267288	-2276.523576200069	50.87945792809586	0.0024632232327678302	9.415454945464626	9.419705154694547	11.704513732290541	0.6823196813029706	0.879069407758829	1.4370981475158315	-570.5230426815954	37.7336353040742	41.642270491843675	5.196748894379267	32	89	7
100000	-6085.008830539637	-5495.13558108139	-589.8732494582459	-1440.1097276385754	-1780.4420581615075	-2274.583795281307	52.415732077403305	0.002396127454474825	6.1357860752530415	10.684694034885174	15.517727661087703	0.6786437728007255	0.9612782652806027	1.3585476941701018	-569.845186027234	48.61040190357725	38.4604112087641	9.054551430534021	12	107	9
110000	-6094.915479661803	-5509.025602184889	-585.889877476914	-1444.3082544666572	-1790.9111367055518	-2273.8062110126803	50.66745193160541	0.0024998754809484745	7.628999578399805	13.52712124134735	11.012474549504148	0.6903275436980966	0.9889957461737	1.3192020793839063	-566.049023363777	37.10939440105662	37.60706950149262	9.563362549728783	94	24	10
120000	-6091.0952538522315	-5509.663743878422	-581.4315099738095	-1440.6094628775434	-1789.987601227661	-2279.066679773217	52.28970570005952	0.0025272336926777743	7.224766548939599	9.434576127493946	13.136538236701842	0.744143237167421	0.9666269904542338	1.2880114068410449	-562.4404252171656	22.83596435703066	35.83886128433164	10.671800543213505	49	73	6
130000	-6087.212133050593	-5510.419329613178	-576.792803437415	-1438.4746754975163	-1806.2622421734509	-2265.682411942211	54.70539067693673	0.0023470276405258453	7.224766548939599	9.434576127493946	13.136538236701842	0.6945701785576727	0.9959754159564447	1.3079999777647267	-558.0471092880842	26.227457847787782	32.49826320505993	7.454946366722341	21	98	9
140000	-6106.078166944295	-5503.734892432404	-602.3432745118903	-1445.3814276129056	-1778.186048260673	-2280.1674165588256	53.440895722720285	0.0022821012162635044	10.190766983459932	14.375778261388108	12.243730314683729	0.7307433249942706	0.9815139219835919	1.286460578379251	-580.6286024397547	32.075096955064105	32.65273182989329	57.156700029469576	90	36	2
150000	-6102.054024419792	-5491.9207245988855	-610.1332998209064	-1439.5843413386726	-1787.8543027821884	-2264.4820804780247	57.50044276730941	0.002138785465025371	5.906097336831755	10.71808977620905	11.130828833375977	0.6601872448249642	0.8631045045740846	1.4750900946239256	-588.8719813802519	25.257159340695498	75.96909758172255	48.17917921769576	50	8	70
160000	-6113.060630908745	-5512.299815482239	-600.7608154265067	-1439.2934454946276	-1782.3802105161078	-2290.6261594715033	56.09935999411742	0.0022383772051118027	7.530468648438997	14.204557332314012	10.182914540112396	0.7597339463698298	0.9610056495617519	1.278116280003511	-580.941811696087	24.10140236040366	33.55032252293577	31.396985663672115	47	34	47
170000	-6098.363424077042	-5496.455380710565	-601.908043366477	-1435.9568067521502	-1784.8764813166038	-2275.622092641811	53.88812589164111	0.002329720563854682	7.3608766006468835	10.231150050885448	15.844630116401916	0.7434044114636754	1.0566791644082978	1.1986945403730906	-581.8260135017165	29.913309993101603	31.26751692336108	30.383779306364403	58	39	31
180000	-6117.3916422609545	-5494.53805739987	-622.8535848610841	-1438.31220432654	-1788.045614853815	-2268.1802382195146	56.68130946045143	0.0020599859167103438	8.560909500137951	10.231150050885448	12.708803927661862	0.6524505796106113	1.0029835895651036	1.3429108335843345	-602.1407209719106	44.331370831270604	50.172373943744745	24.592418019455742	24	75	29
190000	-6103.863403075414	-5489.570738794509	-614.2926642809042	-1440.2228393295363	-1783.2710849672526	-2266.07681449772	53.34340545531266	0.002103955003982439	6.453908584292149	9.405902423282043	12.398734895124466	0.6739456604132971	0.9258569606139052	1.3986447392604782	-595.0695422596257	43.93727938361083	38.17461543809796	8.23467088625082	63	58	7
200000	-6122.083967981828	-5498.961325433507	-623.122642548321	-1438.4037150117204	-1786.1161713321706	-2274.4414390896163	60.267027981721775	0.0020226652325627203	10.947690192496994	9.1013963832137	11.161519240934316	0.6878613318536313	0.9687804199667431	1.3418718735694029	-603.104221727415	32.037361586365506	45.504608432036456	12.617383637204549	13	109	6
210000	-6108.593754883254	-5496.8369744038655	-611.7567804793892	-1445.076057561752	-1788.7436121147107	-2263.017304727403	56.49033771428204	0.0022915189310335183	7.260576116312118	10.428440981005583	13.66281263664896	0.6779922100258535	1.011056201481302	1.3094182180643938	-592.1779603980109	37.5485878405984	29.461366058899685	18.692850619047153	73	49	6
220000	-6107.656857293736	-5477.2263709388535	-630.4304863548826	-1435.6586957516288	-1772.1512468451308	-2269.416428342094	55.22454210955769	0.002036416070217386	5.981772064019747	10.428440981005583	12.796204400559057	0.7020642593297605	0.8984823117829718	1.3980346872650258	-609.4276999483221	58.32885620004911	67.34404623798142	30.195709200264847	108	2	18
230000	-6112.783723375851	-5488.15484318838	-624.6288801874709	-1443.607276590688	-1782.0842116137912	-2262.4633549839014	54.97309078349888	0.00207422630196773	8.55500704369647	10.063958051332232	11.891265408967131	0.696470989052924	0.9768128435223776	1.325270791182091	-603.9803177556437	37.09806492692863	60.045309240793436	16.58866612917001	48	66	14
240000	-6125.44621977486	-5506.380495021196	-619.065724753664	-1438.6516506202152	-1799.5266434423377	-2268.202200958643	54.66559290552078	0.0021592390287244714	7.934424930499693	13.226739649110598	13.633464369485207	0.6808699062065569	1.0095842858756618	1.3080261408044767	-597.8523508481633	38.18409695406541	50.57739839842128	28.79630566433188	53	58	17
